AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_RAIN,week,is_weekend,AVERAGE_DISTANCE_FREE,AVERAGE_TIME,AVERAGE_SPEED,AVERAGE_SPEED_DIFF_Num,weekday_sin,weekday_cos,hour_sin,hour_cos,month_sin,month_cos,year_sin,year_cos,day_sin,day_cos,DARK,LIGHT,céu limpo,céu pouco nublado,nuvens dispersas
35.4,136.8,91.4,21.0,1016.0,94.0,6.0,0,39,1,3235.56,228.20000000000002,14.178615249780893,21.221384750219105,-0.866025403784439,0.49999999999999933,0.13616664909624665,-0.9906859460363308,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,-0.5712682150947924,0.8207634412072763,0,1,0,0,1
40.7,21.3,80.9,14.0,1007.0,71.0,6.0,0,29,0,3292.6300000000006,102.2,32.21751467710372,8.48248532289628,0.8660254037844387,-0.4999999999999998,0.0,1.0,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,-0.29936312297335776,-0.9541392564000489,0,1,0,0,1
36.9,8.3,92.5,16.0,1016.0,100.0,2.0,0,48,1,3413.25,100.8,33.861607142857146,3.0383928571428527,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-0.003112023360757168,0.9999951576435768,0.39435585511331855,0.9189578116202306,1,0,0,0,1
39.6,41.8,88.3,20.0,1018.0,88.0,3.0,0,27,0,3496.68,130.1,26.87686395080707,12.72313604919293,0.0,1.0,-0.6310879443260528,-0.7757112907044198,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.20129852008866006,0.9795299412524945,0,1,0,0,1
42.9,0.0,86.1,16.0,1021.0,100.0,0.0,0,17,1,3693.6899999999996,86.1,42.9,0.0,-2.4492935982947064e-16,1.0,0.9790840876823228,0.20345601305263397,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,-0.5712682150947924,0.8207634412072763,1,0,1,0,0
37.7,0.0,64.6,17.0,1016.0,93.0,4.0,0,34,0,2435.42,64.6,37.7,0.0,0.8660254037844386,0.5000000000000001,-0.979084087682323,0.2034560130526333,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.7907757369376986,-0.6121059825476627,1,0,0,1,0
43.4,9.3,82.2,18.0,1017.0,93.0,1.0,0,38,0,3567.48,91.5,38.98885245901639,4.411147540983606,0.0,1.0,-0.6310879443260528,-0.7757112907044198,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,-0.10116832198743204,-0.9948693233918952,1,0,0,1,0
34.4,41.7,94.4,13.0,1028.0,71.0,3.0,0,30,1,3247.36,136.10000000000002,23.860102865540043,10.539897134459956,-0.866025403784439,0.49999999999999933,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388,-0.003112023360757168,0.9999951576435768,-0.5712682150947924,0.8207634412072763,0,1,1,0,0
36.7,2.0,72.9,11.0,1020.0,93.0,0.0,0,40,0,2675.4300000000003,74.9,35.72002670226969,0.9799732977303108,0.8660254037844386,0.5000000000000001,-0.816969893010442,-0.5766803221148672,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,0.39435585511331855,0.9189578116202306,1,0,1,0,0
44.6,5.9,75.8,18.0,1021.0,93.0,0.0,0,36,0,3380.68,81.7,41.379192166462666,3.220807833537336,0.8660254037844386,0.5000000000000001,0.9790840876823228,0.20345601305263397,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,0.72479278722912,0.6889669190756866,1,0,0,0,1
39.8,82.1,84.7,20.0,1017.0,77.0,2.0,0,23,0,3371.06,166.8,20.21019184652278,19.589808153477218,0.8660254037844387,-0.4999999999999998,-0.816969893010442,-0.5766803221148672,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,0.8486442574947509,0.5289640103269624,0,1,1,0,0
40.3,4.8,67.5,14.0,1016.0,82.0,4.0,0,35,0,2720.25,72.3,37.62448132780083,2.6755186721991677,-0.8660254037844385,-0.5000000000000004,-0.979084087682323,0.2034560130526333,-0.8660254037844385,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,-2.4492935982947064e-16,1.0,1,0,1,0,0
39.9,2.8,79.3,5.0,1025.0,93.0,0.0,0,34,0,3164.0699999999997,82.1,38.53922046285018,1.360779537149817,0.8660254037844386,0.5000000000000001,0.2697967711570243,0.9629172873477994,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.7907757369376986,-0.6121059825476627,1,0,0,1,0
40.4,28.8,85.9,23.0,1016.0,53.0,6.0,0,33,0,3470.36,114.7,30.25597210113339,10.144027898866607,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.10116832198743204,-0.9948693233918952,0,1,1,0,0
39.4,29.1,79.7,11.0,1024.0,76.0,4.0,0,38,0,3140.18,108.80000000000001,28.86194852941176,10.53805147058824,0.8660254037844386,0.5000000000000001,-0.2697967711570244,0.9629172873477992,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,-0.29936312297335776,-0.9541392564000489,1,0,1,0,0
38.6,3.4,71.3,14.0,1021.0,100.0,1.0,0,36,1,2752.18,74.7,36.84310575635877,1.7568942436412343,-0.866025403784439,0.49999999999999933,0.9422609221188205,-0.33487961217098616,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,0.9987165071710528,-0.05064916883871264,1,0,0,0,1
39.4,0.0,84.2,7.0,1009.0,87.0,3.0,1,43,1,3317.48,84.2,39.4,0.0,-0.866025403784439,0.49999999999999933,0.2697967711570243,0.9629172873477994,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,-0.72479278722912,0.6889669190756865,1,0,1,0,0
38.5,62.1,85.6,25.0,1019.0,34.0,6.0,0,36,0,3295.6,147.7,22.312796208530806,16.187203791469194,0.8660254037844386,0.5000000000000001,-0.9976687691905392,-0.06824241336467135,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,0.72479278722912,0.6889669190756866,0,1,1,0,0
41.5,3.6,64.1,8.0,1021.0,100.0,0.0,0,38,0,2660.1499999999996,67.69999999999999,39.29320531757755,2.206794682422448,0.8660254037844386,0.5000000000000001,0.9422609221188205,-0.33487961217098616,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,-0.4853019625310808,-0.8743466161445822,1,0,0,1,0
42.0,6.9,88.9,12.0,985.0,87.0,1.0,1,23,1,3733.8,95.80000000000001,38.97494780793319,3.025052192066809,-0.866025403784439,0.49999999999999933,-0.3984010898462412,-0.9172113015054532,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,0.9987165071710528,-0.05064916883871264,1,0,1,0,0
49.7,0.0,86.4,17.0,1014.0,77.0,1.0,0,9,0,4294.080000000001,86.4,49.70000000000001,-7.105427357601002e-15,0.0,1.0,0.8878852184023752,0.4600650377311522,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-0.9377521321470804,0.3473052528448203,1,0,1,0,0
37.5,15.1,89.3,31.0,1017.0,29.0,4.0,0,37,0,3348.75,104.39999999999999,32.07614942528736,5.423850574712638,1.2246467991473532e-16,-1.0,-0.6310879443260528,-0.7757112907044198,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,0.48530196253108104,-0.8743466161445821,0,1,1,0,0
34.0,16.2,85.9,15.0,1024.0,87.0,7.0,0,33,1,2920.6000000000004,102.10000000000001,28.6052889324192,5.3947110675808005,-2.4492935982947064e-16,1.0,0.9790840876823228,0.20345601305263397,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.4853019625310808,-0.8743466161445822,0,1,0,0,1
36.2,111.1,87.6,23.0,1018.0,77.0,5.0,0,7,1,3171.12,198.7,15.959335681932561,20.24066431806744,-2.4492935982947064e-16,1.0,0.3984010898462418,-0.9172113015054528,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-0.29936312297335776,-0.9541392564000489,0,1,1,0,0
42.4,31.3,86.1,20.0,1020.0,68.0,6.0,0,40,0,3650.6399999999994,117.39999999999999,31.095741056218056,11.304258943781942,-0.8660254037844385,-0.5000000000000004,0.5195839500354336,0.8544194045464886,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,0.8486442574947509,0.5289640103269624,0,1,1,0,0
40.9,14.4,81.3,16.0,1015.0,72.0,6.0,0,35,0,3325.1699999999996,95.7,34.74576802507836,6.154231974921636,0.8660254037844386,0.5000000000000001,0.9976687691905392,-0.06824241336467088,-0.8660254037844385,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,-0.5712682150947924,0.8207634412072763,0,1,0,0,1
44.2,25.9,73.4,11.0,1011.0,93.0,5.0,1,27,0,3244.2800000000007,99.30000000000001,32.671500503524676,11.528499496475327,1.2246467991473532e-16,-1.0,0.2697967711570243,0.9629172873477994,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.72479278722912,0.6889669190756866,0,1,1,0,0
49.3,4.8,77.5,11.0,1003.0,66.0,9.0,1,33,0,3820.75,82.3,46.42466585662211,2.8753341433778843,0.8660254037844387,-0.4999999999999998,-0.9422609221188204,-0.3348796121709864,-0.8660254037844385,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,0.10116832198743228,-0.9948693233918952,1,0,1,0,0
39.8,94.9,88.3,20.0,1014.0,93.0,4.0,0,31,0,3514.3399999999997,183.2,19.183078602620085,20.61692139737991,0.8660254037844386,0.5000000000000001,-0.3984010898462412,-0.9172113015054532,-0.4999999999999997,-0.8660254037844388,-0.003112023360757168,0.9999951576435768,-2.4492935982947064e-16,1.0,0,1,0,0,1
37.1,18.5,90.1,16.0,1017.0,82.0,3.0,0,41,0,3342.71,108.6,30.780018416206264,6.319981583793737,0.8660254037844386,0.5000000000000001,0.3984010898462418,-0.9172113015054528,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,0.9680771188662043,-0.2506525322587204,0,1,1,0,0
40.2,7.7,85.8,17.0,1017.0,100.0,3.0,0,37,0,3449.1600000000003,93.5,36.88941176470588,3.3105882352941194,1.2246467991473532e-16,-1.0,0.8878852184023752,0.4600650377311522,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,0.48530196253108104,-0.8743466161445821,1,0,1,0,0
38.4,0.0,92.3,16.0,1022.0,100.0,0.0,0,27,0,3544.3199999999997,92.3,38.4,0.0,-0.8660254037844385,-0.5000000000000004,0.13616664909624665,-0.9906859460363308,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.8486442574947509,0.5289640103269624,1,0,1,0,0
44.5,14.4,85.4,22.0,1024.0,69.0,3.0,0,26,0,3800.3,99.80000000000001,38.07915831663326,6.4208416833667386,0.8660254037844386,0.5000000000000001,-0.7308359642781246,0.6825531432186536,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,-0.9377521321470804,0.3473052528448203,0,1,1,0,0
48.8,11.2,74.0,16.0,1020.0,88.0,6.0,0,16,1,3611.2,85.2,42.38497652582159,6.415023474178405,-0.866025403784439,0.49999999999999933,0.9976687691905392,-0.06824241336467088,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,-0.7907757369376986,-0.6121059825476627,1,0,0,0,1
39.1,7.8,91.6,17.0,1008.0,88.0,7.0,1,5,1,3581.56,99.39999999999999,36.031790744466804,3.0682092555331977,-2.4492935982947064e-16,1.0,-0.7308359642781246,0.6825531432186536,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0,1,0,0
42.8,62.0,86.2,24.0,1017.0,50.0,4.0,0,17,0,3689.3599999999997,148.2,24.8944669365722,17.905533063427796,0.8660254037844387,-0.4999999999999998,-0.1361666490962464,-0.9906859460363308,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,-0.9884683243281114,0.15142777750457667,0,1,1,0,0
40.9,60.5,80.4,16.0,1021.0,77.0,5.0,0,35,0,3288.36,140.9,23.338254080908445,17.561745919091553,1.2246467991473532e-16,-1.0,0.8169698930104421,-0.5766803221148671,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.3943558551133187,0.9189578116202306,0,1,0,0,1
38.3,115.7,76.2,17.0,1012.0,63.0,2.0,0,25,0,2918.46,191.9,15.20823345492444,23.091766545075558,0.8660254037844386,0.5000000000000001,-0.1361666490962464,-0.9906859460363308,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,-0.4853019625310808,-0.8743466161445822,0,1,1,0,0
43.5,45.9,80.9,12.0,1006.0,93.0,5.0,1,9,0,3519.15,126.80000000000001,27.75354889589905,15.746451104100949,1.2246467991473532e-16,-1.0,0.9790840876823228,0.20345601305263397,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-0.5712682150947924,0.8207634412072763,1,0,1,0,0
35.6,10.0,84.7,18.0,1014.0,100.0,3.0,0,40,0,3015.32,94.7,31.84076029567054,3.759239704329463,0.0,1.0,-0.9976687691905392,-0.06824241336467135,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,0.20129852008866006,0.9795299412524945,1,0,0,0,1
42.4,53.3,86.1,18.0,1017.0,93.0,2.0,0,23,1,3650.6399999999994,139.39999999999998,26.188235294117646,16.211764705882352,-2.4492935982947064e-16,1.0,-0.9976687691905392,-0.06824241336467135,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,0.9680771188662043,-0.2506525322587204,0,1,0,0,1
37.2,7.7,90.8,18.0,1015.0,100.0,1.0,0,39,0,3377.76,98.5,34.29197969543147,2.908020304568531,0.0,1.0,0.0,1.0,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,-0.9884683243281114,0.15142777750457667,1,0,0,0,1
33.0,18.9,78.3,16.0,1019.0,72.0,3.0,0,36,0,2583.9,97.19999999999999,26.583333333333336,6.416666666666664,1.2246467991473532e-16,-1.0,0.8878852184023752,0.4600650377311522,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0.8486442574947509,0.5289640103269624,0,1,0,0,1
51.6,4.9,66.1,14.0,1015.0,87.0,4.0,0,39,0,3410.7599999999998,71.0,48.03887323943662,3.5611267605633827,-0.8660254037844385,-0.5000000000000004,-0.5195839500354336,0.8544194045464886,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,-0.5712682150947924,0.8207634412072763,1,0,0,1,0
40.4,107.9,87.4,21.0,1011.0,73.0,4.0,0,20,1,3530.96,195.3,18.079672299027138,22.32032770097286,-2.4492935982947064e-16,1.0,0.9422609221188205,-0.33487961217098616,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0,-0.651372482722222,-0.7587581226927911,0,1,0,0,1
44.1,19.3,70.6,17.0,1017.0,100.0,1.0,0,43,0,3113.46,89.89999999999999,34.63248053392659,9.467519466073412,-0.8660254037844385,-0.5000000000000004,-0.979084087682323,0.2034560130526333,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,-0.8486442574947509,0.5289640103269624,0,1,1,0,0
38.1,11.5,79.0,15.0,1007.0,67.0,0.0,0,23,0,3009.9,90.5,33.258563535911605,4.841436464088396,1.2246467991473532e-16,-1.0,0.3984010898462418,-0.9172113015054528,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,0.9377521321470804,0.3473052528448203,1,0,1,0,0
43.1,0.0,70.5,14.0,1016.0,100.0,1.0,0,18,1,3038.55,70.5,43.1,0.0,-2.4492935982947064e-16,1.0,0.0,1.0,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0,0.8486442574947509,0.5289640103269624,1,0,0,0,1
42.5,0.0,87.4,18.0,1015.0,100.0,3.0,0,15,0,3714.5000000000005,87.4,42.5,0.0,1.2246467991473532e-16,-1.0,0.3984010898462418,-0.9172113015054528,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,0.7907757369376985,-0.6121059825476629,1,0,1,0,0
42.2,1.0,72.3,17.0,1019.0,87.0,2.0,0,48,0,3051.06,73.3,41.62428376534788,0.5757162346521199,-0.8660254037844385,-0.5000000000000004,-0.816969893010442,-0.5766803221148672,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,-0.20129852008866028,0.9795299412524945,1,0,1,0,0
45.4,21.2,81.6,17.0,1016.0,93.0,2.0,0,8,1,3704.6399999999994,102.8,36.037354085603106,9.362645914396893,-2.4492935982947064e-16,1.0,-0.5195839500354336,0.8544194045464886,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-0.9884683243281114,0.15142777750457667,1,0,1,0,0
33.4,83.2,77.1,21.0,1018.0,72.0,4.0,0,23,1,2575.14,160.3,16.064504054897068,17.33549594510293,-0.866025403784439,0.49999999999999933,0.9790840876823228,0.20345601305263397,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,0.9987165071710528,-0.05064916883871264,0,1,1,0,0
43.5,0.0,87.4,17.0,1011.0,100.0,2.0,0,20,0,3801.9,87.4,43.5,0.0,1.2246467991473532e-16,-1.0,0.9976687691905392,-0.06824241336467088,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0,-0.10116832198743204,-0.9948693233918952,1,0,1,0,0
33.9,9.1,89.7,16.0,1016.0,100.0,4.0,0,37,0,3040.83,98.8,30.777631578947368,3.122368421052631,-0.8660254037844385,-0.5000000000000004,-0.2697967711570244,0.9629172873477992,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0.48530196253108104,-0.8743466161445821,1,0,0,0,1
41.1,30.5,73.1,17.0,1019.0,77.0,6.0,0,45,0,3004.41,103.6,29.000096525096524,12.099903474903478,0.0,1.0,0.5195839500354336,0.8544194045464886,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,0.8486442574947509,0.5289640103269624,0,1,1,0,0
45.9,2.6,86.5,20.0,1014.0,83.0,2.0,0,38,1,3970.35,89.1,44.56060606060606,1.3393939393939363,-2.4492935982947064e-16,1.0,0.2697967711570243,0.9629172873477994,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,-0.9987165071710528,-0.05064916883871266,1,0,1,0,0
35.2,4.0,88.5,15.0,1019.0,77.0,3.0,0,23,0,3115.2000000000003,92.5,33.67783783783784,1.5221621621621608,0.8660254037844387,-0.4999999999999998,-0.7308359642781246,0.6825531432186536,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,0.8486442574947509,0.5289640103269624,0,1,0,1,0
42.9,32.0,86.5,19.0,1017.0,93.0,2.0,0,38,0,3710.85,118.5,31.315189873417722,11.584810126582276,-0.8660254037844385,-0.5000000000000004,0.9976687691905392,-0.06824241336467088,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,-0.8978045395707417,-0.44039415155763423,0,1,0,0,1
41.4,0.0,88.6,11.0,1020.0,71.0,2.0,1,47,0,3668.0399999999995,88.6,41.4,0.0,1.2246467991473532e-16,-1.0,0.8169698930104421,-0.5766803221148671,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,-0.9680771188662043,-0.2506525322587205,1,0,1,0,0
39.6,1.2,88.3,18.0,1011.0,88.0,0.0,0,48,1,3496.68,89.5,39.06905027932961,0.5309497206703924,-0.866025403784439,0.49999999999999933,0.9422609221188205,-0.33487961217098616,-2.4492935982947064e-16,1.0,-0.003112023360757168,0.9999951576435768,0.20129852008866006,0.9795299412524945,1,0,1,0,0
38.4,39.8,79.6,16.0,1016.0,72.0,8.0,0,41,0,3056.64,119.39999999999999,25.6,12.799999999999997,1.2246467991473532e-16,-1.0,-0.5195839500354336,0.8544194045464886,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,0.7907757369376985,-0.6121059825476629,0,1,1,0,0
32.1,17.2,69.8,13.0,1024.0,100.0,5.0,1,6,0,2240.58,87.0,25.753793103448274,6.3462068965517275,0.8660254037844387,-0.4999999999999998,0.631087944326053,-0.7757112907044197,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.9377521321470804,0.3473052528448203,0,1,1,0,0
44.8,10.4,86.3,32.0,1017.0,25.0,5.0,0,26,0,3866.24,96.7,39.9817993795243,4.8182006204757,1.2246467991473532e-16,-1.0,0.9976687691905392,-0.06824241336467088,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,-0.72479278722912,0.6889669190756865,0,1,1,0,0
41.2,27.2,78.7,9.0,1015.0,100.0,5.0,1,6,0,3242.4400000000005,105.9,30.617941454202082,10.58205854579792,1.2246467991473532e-16,-1.0,0.2697967711570243,0.9629172873477994,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.9884683243281114,0.1514277775045767,0,1,1,0,0
40.6,21.7,76.2,16.0,1014.0,82.0,7.0,0,28,0,3093.7200000000003,97.9,31.600817160367722,8.99918283963228,0.0,1.0,-0.1361666490962464,-0.9906859460363308,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.9987165071710528,-0.05064916883871264,0,1,0,0,1
42.5,39.3,89.1,23.0,1013.0,54.0,3.0,0,22,0,3786.7499999999995,128.39999999999998,29.491822429906545,13.008177570093455,0.0,1.0,-0.6310879443260528,-0.7757112907044198,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0,-0.72479278722912,0.6889669190756865,0,1,1,0,0
41.3,3.4,86.4,14.0,1013.0,62.0,1.0,0,39,1,3568.32,89.80000000000001,39.736302895322936,1.5636971046770611,-0.866025403784439,0.49999999999999933,0.9790840876823228,0.20345601305263397,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,-0.3943558551133187,0.9189578116202306,1,0,1,0,0
46.7,1.8,85.0,7.0,1022.0,71.0,5.0,0,39,0,3969.5000000000005,86.8,45.731566820276505,0.9684331797234975,0.8660254037844387,-0.4999999999999998,0.9790840876823228,0.20345601305263397,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,-0.8486442574947509,0.5289640103269624,1,0,1,0,0
47.4,6.9,73.9,16.0,1017.0,100.0,1.0,0,45,0,3502.86,80.80000000000001,43.35222772277227,4.047772277227729,0.8660254037844387,-0.4999999999999998,0.9790840876823228,0.20345601305263397,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,0.9884683243281114,0.1514277775045767,0,1,1,0,0
45.0,112.9,74.4,17.0,1018.0,87.0,1.0,0,35,0,3348.0000000000005,187.3,17.87506673785371,27.12493326214629,0.0,1.0,0.730835964278124,0.6825531432186541,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.8486442574947509,0.5289640103269624,0,1,1,0,0
36.7,3.8,61.7,16.0,1020.0,72.0,4.0,0,18,0,2264.3900000000003,65.5,34.57083969465649,2.129160305343511,0.0,1.0,0.9422609221188205,-0.33487961217098616,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,-0.3943558551133187,0.9189578116202306,1,0,1,0,0
37.5,10.5,79.3,13.0,1021.0,71.0,5.0,0,39,0,2973.75,89.8,33.115256124721604,4.384743875278396,-0.8660254037844385,-0.5000000000000004,0.730835964278124,0.6825531432186541,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,-0.72479278722912,0.6889669190756865,0,1,0,0,1
42.5,25.9,82.4,19.0,1019.0,88.0,3.0,0,38,0,3502.0000000000005,108.30000000000001,32.336103416435826,10.163896583564174,-0.8660254037844385,-0.5000000000000004,-0.9422609221188204,-0.3348796121709864,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,-0.7907757369376986,-0.6121059825476627,0,1,0,0,1
43.8,70.8,80.6,15.0,1007.0,82.0,12.0,1,33,1,3530.2799999999997,151.39999999999998,23.31756935270806,20.482430647291938,-0.866025403784439,0.49999999999999933,-0.6310879443260528,-0.7757112907044198,-0.8660254037844385,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,-0.4853019625310808,-0.8743466161445822,1,0,1,0,0
39.0,92.5,87.5,21.0,1023.0,64.0,3.0,0,46,1,3412.5,180.0,18.958333333333332,20.041666666666668,-0.866025403784439,0.49999999999999933,0.13616664909624665,-0.9906859460363308,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,-0.29936312297335776,-0.9541392564000489,0,1,1,0,0
39.8,16.6,90.0,21.0,1016.0,77.0,4.0,0,36,0,3581.9999999999995,106.6,33.60225140712945,6.197748592870546,0.8660254037844386,0.5000000000000001,0.8169698930104421,-0.5766803221148671,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,0,1,1,0,0
36.3,35.4,97.3,14.0,1017.0,82.0,2.0,0,34,0,3531.99,132.7,26.616352675207235,9.683647324792762,0.8660254037844387,-0.4999999999999998,-0.9976687691905392,-0.06824241336467135,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.8978045395707417,-0.44039415155763423,1,0,0,1,0
37.5,3.5,75.9,10.0,1030.0,100.0,1.0,0,23,0,2846.25,79.4,35.846977329974806,1.6530226700251944,-0.8660254037844385,-0.5000000000000004,-0.1361666490962464,-0.9906859460363308,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,0.9884683243281114,0.1514277775045767,1,0,1,0,0
46.8,111.2,70.8,12.0,1019.0,93.0,4.0,0,37,0,3313.4399999999996,182.0,18.205714285714283,28.594285714285714,1.2246467991473532e-16,-1.0,-0.5195839500354336,0.8544194045464886,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0.6513724827222223,-0.758758122692791,1,0,0,1,0
36.2,44.3,83.8,19.0,1018.0,93.0,1.0,0,49,1,3033.56,128.1,23.68118657298985,12.518813427010151,-2.4492935982947064e-16,1.0,-0.816969893010442,-0.5766803221148672,-2.4492935982947064e-16,1.0,-0.003112023360757168,0.9999951576435768,0.9680771188662043,-0.2506525322587204,0,1,0,0,1
41.4,9.7,75.1,9.0,1001.0,76.0,4.0,1,35,0,3109.14,84.8,36.66438679245283,4.735613207547168,0.8660254037844387,-0.4999999999999998,-0.7308359642781246,0.6825531432186536,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.5712682150947924,0.8207634412072763,1,0,1,0,0
32.2,24.1,96.3,12.0,1027.0,100.0,3.0,0,8,1,3100.86,120.4,25.754651162790697,6.4453488372093055,-0.866025403784439,0.49999999999999933,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-0.9987165071710528,-0.05064916883871266,0,1,1,0,0
37.4,30.4,81.0,22.0,1014.0,50.0,4.0,0,39,0,3029.4,111.4,27.193895870736085,10.206104129263913,0.0,1.0,-0.3984010898462412,-0.9172113015054532,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,-0.9987165071710528,-0.05064916883871266,0,1,1,0,0
47.8,0.0,89.5,12.0,1017.0,100.0,1.0,0,6,0,4278.099999999999,89.5,47.8,0.0,1.2246467991473532e-16,-1.0,-0.9422609221188204,-0.3348796121709864,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.9884683243281114,0.1514277775045767,1,0,1,0,0
