AVERAGE_ATMOSP_PRESSURE,AVERAGE_CLOUDINESS,AVERAGE_HUMIDITY,AVERAGE_SPEED,AVERAGE_SPEED_DIFF_Num,AVERAGE_TEMPERATURE,AVERAGE_TIME,AVERAGE_TIME_DIFF,AVERAGE_WIND_SPEED,DARK,LIGHT,LOW_LIGHT,LUMINOSITY,algumas nuvens,céu claro,céu limpo,céu pouco nublado,day,hour,month,nublado,nuvens dispersas,nuvens quebradas,nuvens quebrados,tempo nublado,weekday,weekend,year
1020.0,algumas nuvens,93.0,45.340561797752805,0.3594382022471976,15.0,89.0,0.7,2.0,1,0,0,DARK,1,0,0,0,29,4,8,0,0,0,0,0,2,0,2018
1016.0,nuvens quebradas,100.0,33.41664656212304,1.7833534378769613,16.0,82.9,4.2,3.0,0,1,0,LIGHT,0,0,0,0,20,7,7,0,0,1,0,0,5,1,2019
1030.0,algumas nuvens,87.0,35.00613496932515,6.993865030674847,12.0,114.1,19.0,0.0,1,0,0,DARK,1,0,0,0,27,20,2,0,0,0,0,0,2,0,2019
1017.0,céu claro,100.0,28.95762250453721,18.742377495462794,9.0,110.2,43.3,1.0,0,1,0,LIGHT,0,1,0,0,2,7,4,0,0,0,0,0,1,0,2019
1016.0,céu limpo,63.0,25.506399317406146,10.993600682593854,17.0,117.2,35.3,4.0,0,1,0,LIGHT,0,0,1,0,16,12,4,0,0,0,0,0,1,0,2019
1025.0,céu claro,45.0,32.19193262411348,9.308067375886523,17.0,112.8,25.3,5.0,0,1,0,LIGHT,0,1,0,0,14,12,2,0,0,0,0,0,3,0,2019
1015.0,céu claro,72.0,34.566990291262144,4.133009708737859,15.0,82.39999999999999,8.8,5.0,1,0,0,DARK,0,1,0,0,14,20,11,0,0,0,0,0,2,0,2018
1027.0,céu claro,72.0,26.570632530120477,10.72936746987952,16.0,132.8,38.2,1.0,1,0,0,DARK,0,1,0,0,25,19,2,0,0,0,0,0,0,0,2019
1022.0,céu claro,93.0,39.9,0.0,9.0,68.4,0.0,2.0,0,1,0,LIGHT,0,1,0,0,8,7,6,0,0,0,0,0,5,1,2019
1021.0,céu claro,100.0,40.64408352668214,2.5559164733178648,16.0,86.19999999999999,5.1,1.0,1,0,0,DARK,0,1,0,0,12,22,9,0,0,0,0,0,2,0,2018
1029.0,nuvens dispersas,93.0,39.98945147679325,2.510548523206751,11.0,94.8,5.6,2.0,1,0,0,DARK,0,0,0,0,28,21,2,0,1,0,0,0,3,0,2019
1000.0,nuvens dispersas,66.0,24.446519524617994,12.953480475382005,12.0,117.8,40.8,3.0,0,1,0,LIGHT,0,0,0,0,23,17,4,0,1,0,0,0,1,0,2019
1019.0,céu claro,100.0,42.64374295377677,1.8562570462232273,16.0,88.7,3.7,0.0,1,0,0,DARK,0,1,0,0,24,2,8,0,0,0,0,0,4,0,2018
1016.0,céu claro,93.0,38.353575615474796,1.4464243845252014,18.0,85.3,3.1,1.0,1,0,0,DARK,0,1,0,0,24,22,7,0,0,0,0,0,1,0,2018
1022.0,tempo nublado,76.0,41.95348837209302,3.146511627906982,12.0,81.7,5.7,5.0,1,0,0,DARK,0,0,0,0,28,7,11,0,0,0,0,1,2,0,2018
1016.0,céu claro,77.0,39.2319306930693,5.668069306930697,22.0,80.8,10.2,3.0,1,0,0,DARK,0,1,0,0,22,23,8,0,0,0,0,0,3,0,2019
1001.0,céu claro,76.0,38.295833333333334,0.7041666666666657,8.0,72.0,1.3,6.0,1,0,0,DARK,0,1,0,0,24,0,4,0,0,0,0,0,2,0,2019
1020.0,céu claro,100.0,42.2,0.0,13.0,88.2,0.0,0.0,1,0,0,DARK,0,1,0,0,11,3,8,0,0,0,0,0,5,1,2018
1011.0,céu claro,93.0,21.799264255058247,23.900735744941755,12.0,163.1,85.3,6.0,0,1,0,LIGHT,0,1,0,0,6,8,11,0,0,0,0,0,1,0,2018
1024.0,nuvens quebrados,87.0,41.14390977443609,0.7560902255639093,15.0,66.5,1.2,6.0,1,0,0,DARK,0,0,0,0,2,22,12,0,0,0,1,0,6,1,2018
1016.0,nuvens dispersas,88.0,38.72911963882619,1.1708803611738077,17.0,88.6,2.6,3.0,0,1,0,LIGHT,0,0,0,0,20,9,6,0,1,0,0,0,3,0,2019
1019.0,nuvens dispersas,100.0,41.52412545235223,1.775874547647767,8.0,82.9,3.4,2.0,1,0,0,DARK,0,0,0,0,9,2,11,0,1,0,0,0,4,0,2018
1017.0,céu claro,56.0,32.978256410256414,5.621743589743588,21.0,97.5,14.2,4.0,0,1,0,LIGHT,0,1,0,0,14,14,11,0,0,0,0,0,2,0,2018
1011.0,nuvens quebradas,88.0,29.129861751152074,11.970138248847928,16.0,108.5,31.6,8.0,0,1,0,LIGHT,0,0,0,0,18,9,6,0,0,1,0,0,1,0,2019
1014.0,céu claro,82.0,35.42678571428572,0.27321428571428186,13.0,78.39999999999999,0.6,3.0,1,0,0,DARK,0,1,0,0,13,22,6,0,0,0,0,0,3,0,2019
1030.0,céu claro,53.0,31.02351797862002,3.376482021379978,11.0,102.89999999999999,10.1,2.0,0,1,0,LIGHT,0,1,0,0,3,14,2,0,0,0,0,0,6,1,2019
1016.0,céu claro,100.0,41.64320855614974,0.956791443850264,19.0,93.5,2.1,1.0,1,0,0,DARK,0,1,0,0,6,5,8,0,0,0,0,0,0,0,2018
1017.0,nublado,100.0,17.056,21.944,15.0,187.5,105.5,0.0,0,1,0,LIGHT,0,0,0,0,19,9,9,1,0,0,0,0,3,0,2019
1018.0,céu claro,72.0,35.30269299820467,8.297307001795332,19.0,111.4,21.2,6.0,0,1,0,LIGHT,0,1,0,0,31,19,7,0,0,0,0,0,1,0,2018
1014.0,céu claro,61.0,31.66446568201564,10.035534317984364,27.0,115.10000000000001,27.7,2.0,0,1,0,LIGHT,0,1,0,0,2,13,8,0,0,0,0,0,3,0,2018
1016.0,céu claro,71.0,36.769854721549635,1.5301452784503624,13.0,82.6,3.3,6.0,1,0,0,DARK,0,1,0,0,16,21,5,0,0,0,0,0,3,0,2019
1015.0,céu limpo,63.0,26.948101265822785,7.951898734177213,18.0,102.69999999999999,23.4,3.0,0,1,0,LIGHT,0,0,1,0,16,13,4,0,0,0,0,0,1,0,2019
1017.0,céu pouco nublado,83.0,21.405905006418486,17.194094993581515,24.0,155.8,69.4,3.0,0,1,0,LIGHT,0,0,0,1,27,16,8,0,0,0,0,0,1,0,2019
1009.0,céu claro,100.0,41.6,0.0,15.0,86.5,0.0,10.0,1,0,0,DARK,0,1,0,0,11,4,11,0,0,0,0,0,6,1,2018
1023.0,céu claro,41.0,30.00499108734403,9.695008912655972,25.0,112.19999999999999,27.4,5.0,0,0,1,LOW_LIGHT,0,1,0,0,12,19,9,0,0,0,0,0,3,0,2019
1017.0,céu claro,100.0,44.5,0.0,13.0,86.5,0.0,1.0,1,0,0,DARK,0,1,0,0,14,1,8,0,0,0,0,0,1,0,2018
1020.0,céu claro,63.0,23.892447679708827,8.207552320291175,15.0,109.9,28.1,3.0,0,1,0,LIGHT,0,1,0,0,25,15,1,0,0,0,0,0,4,0,2019
1014.0,nuvens dispersas,93.0,39.8,0.0,11.0,80.1,0.0,4.0,1,0,0,DARK,0,0,0,0,24,0,11,0,1,0,0,0,5,1,2018
1019.0,céu claro,100.0,32.40609243697479,5.4939075630252105,18.0,95.2,13.8,2.0,1,0,0,DARK,0,1,0,0,30,22,8,0,0,0,0,0,4,0,2019
1020.0,nuvens quebrados,93.0,37.600836820083686,1.5991631799163173,13.0,95.60000000000001,3.9,7.0,1,0,0,DARK,0,0,0,0,10,0,2,0,0,0,1,0,6,1,2019
1017.0,céu claro,93.0,35.28674832962138,2.213251670378618,17.0,89.8,5.3,2.0,1,0,0,DARK,0,1,0,0,17,23,7,0,0,0,0,0,2,0,2019
1019.0,céu claro,27.0,14.654290339989204,21.745709660010796,27.0,185.3,110.7,5.0,0,1,0,LIGHT,0,1,0,0,31,10,5,0,0,0,0,0,4,0,2019
1023.0,algumas nuvens,63.0,34.56065217391304,4.839347826086957,16.0,92.0,11.3,4.0,0,1,0,LIGHT,1,0,0,0,11,13,12,0,0,0,0,0,1,0,2018
1014.0,nuvens dispersas,82.0,26.470735090152566,19.629264909847436,13.0,144.2,61.4,7.0,0,1,0,LIGHT,0,0,0,0,23,11,11,0,1,0,0,0,4,0,2018
1012.0,céu claro,66.0,40.0,0.0,13.0,87.9,0.0,2.0,1,0,0,DARK,0,1,0,0,9,2,10,0,0,0,0,0,1,0,2018
1016.0,nuvens quebradas,94.0,14.178615249780893,21.221384750219105,21.0,228.20000000000002,136.8,6.0,0,1,0,LIGHT,0,0,0,0,9,11,8,0,0,1,0,0,4,0,2019
1007.0,nuvens dispersas,71.0,32.21751467710372,8.48248532289628,14.0,102.2,21.3,6.0,0,1,0,LIGHT,0,0,0,0,5,12,11,0,1,0,0,0,0,0,2018
1016.0,nuvens quebradas,100.0,33.861607142857146,3.0383928571428527,16.0,100.8,8.3,2.0,1,0,0,DARK,0,0,0,0,6,4,7,0,0,1,0,0,5,1,2019
1018.0,nuvens dispersas,88.0,26.87686395080707,12.72313604919293,20.0,130.1,41.8,3.0,0,1,0,LIGHT,0,0,0,0,18,15,9,0,1,0,0,0,1,0,2018
1021.0,céu claro,100.0,42.9,0.0,16.0,86.1,0.0,0.0,1,0,0,DARK,0,1,0,0,28,5,9,0,0,0,0,0,4,0,2018
1016.0,céu pouco nublado,93.0,37.7,0.0,17.0,64.6,0.0,4.0,1,0,0,DARK,0,0,0,1,29,0,6,0,0,0,0,0,5,1,2019
1017.0,algumas nuvens,93.0,38.98885245901639,4.411147540983606,18.0,91.5,9.3,1.0,1,0,0,DARK,1,0,0,0,8,22,9,0,0,0,0,0,5,1,2018
1028.0,céu claro,71.0,23.860102865540043,10.539897134459956,13.0,136.10000000000002,41.7,3.0,0,1,0,LIGHT,0,1,0,0,5,17,2,0,0,0,0,0,1,0,2019
1020.0,céu limpo,93.0,35.72002670226969,0.9799732977303108,11.0,74.9,2.0,0.0,1,0,0,DARK,0,0,1,0,12,22,4,0,0,0,0,0,4,0,2019
1021.0,tempo nublado,93.0,41.379192166462666,3.220807833537336,18.0,81.7,5.9,0.0,1,0,0,DARK,0,0,0,0,20,23,9,0,0,0,0,1,3,0,2018
1017.0,céu claro,77.0,20.21019184652278,19.589808153477218,20.0,166.8,82.1,2.0,0,1,0,LIGHT,0,1,0,0,18,10,7,0,0,0,0,0,3,0,2019
1016.0,céu claro,82.0,37.62448132780083,2.6755186721991677,14.0,72.3,4.8,4.0,1,0,0,DARK,0,1,0,0,28,2,5,0,0,0,0,0,1,0,2019
1025.0,algumas nuvens,93.0,38.53922046285018,1.360779537149817,5.0,82.1,2.8,0.0,1,0,0,DARK,1,0,0,0,22,0,1,0,0,0,0,0,1,0,2019
1016.0,céu claro,53.0,30.25597210113339,10.144027898866607,23.0,114.7,28.8,6.0,0,1,0,LIGHT,0,1,0,0,2,10,9,0,0,0,0,0,0,0,2019
1024.0,céu claro,76.0,28.86194852941176,10.53805147058824,11.0,108.80000000000001,29.1,4.0,1,0,0,DARK,0,1,0,0,21,19,1,0,0,0,0,0,0,0,2019
1021.0,nuvens quebradas,100.0,36.84310575635877,1.7568942436412343,14.0,74.7,3.4,1.0,1,0,0,DARK,0,0,0,0,11,0,5,0,0,1,0,0,5,1,2019
1009.0,céu claro,87.0,39.4,0.0,7.0,84.2,0.0,3.0,1,0,0,DARK,0,1,0,0,2,1,2,0,0,0,0,0,5,1,2019
1019.0,céu claro,34.0,22.312796208530806,16.187203791469194,25.0,147.7,62.1,6.0,0,1,0,LIGHT,0,1,0,0,3,10,9,0,0,0,0,0,1,0,2019
1021.0,céu pouco nublado,100.0,39.29320531757755,2.206794682422448,8.0,67.69999999999999,3.6,0.0,1,0,0,DARK,0,0,0,1,11,3,4,0,0,0,0,0,3,0,2019
985.0,céu claro,87.0,38.97494780793319,3.025052192066809,12.0,95.80000000000001,6.9,1.0,1,0,0,DARK,0,1,0,0,18,19,11,0,0,0,0,0,6,1,2018
1014.0,céu claro,77.0,49.70000000000001,-7.105427357601002e-15,17.0,86.4,0.0,1.0,1,0,0,DARK,0,1,0,0,1,4,9,0,0,0,0,0,5,1,2018
1017.0,céu claro,29.0,32.07614942528736,5.423850574712638,31.0,104.39999999999999,15.1,4.0,0,1,0,LIGHT,0,1,0,0,19,15,8,0,0,0,0,0,6,1,2018
1024.0,nuvens quebrados,87.0,28.6052889324192,5.3947110675808005,15.0,102.10000000000001,16.2,7.0,0,1,0,LIGHT,0,0,0,0,2,13,12,0,0,0,1,0,6,1,2018
1018.0,céu claro,77.0,15.959335681932561,20.24066431806744,23.0,198.7,111.1,5.0,0,1,0,LIGHT,0,1,0,0,28,16,8,0,0,0,0,0,2,0,2019
1020.0,céu claro,68.0,31.095741056218056,11.304258943781942,20.0,117.39999999999999,31.3,6.0,0,1,0,LIGHT,0,1,0,0,28,14,9,0,0,0,0,0,4,0,2018
1015.0,nuvens quebradas,72.0,34.74576802507836,6.154231974921636,16.0,95.7,14.4,6.0,0,1,0,LIGHT,0,0,0,0,16,12,5,0,0,1,0,0,3,0,2019
1011.0,céu claro,93.0,32.671500503524676,11.528499496475327,11.0,99.30000000000001,25.9,5.0,0,1,0,LIGHT,0,1,0,0,22,14,11,0,0,0,0,0,3,0,2018
1003.0,céu claro,66.0,46.42466585662211,2.8753341433778843,11.0,82.3,4.8,9.0,1,0,0,DARK,0,1,0,0,1,21,2,0,0,0,0,0,4,0,2019
1014.0,nuvens dispersas,93.0,19.183078602620085,20.61692139737991,20.0,183.2,94.9,4.0,0,1,0,LIGHT,0,0,0,0,4,9,7,0,1,0,0,0,3,0,2019
1017.0,céu claro,82.0,30.780018416206264,6.319981583793737,16.0,108.6,18.5,3.0,0,1,0,LIGHT,0,1,0,0,29,10,9,0,0,0,0,0,5,1,2018
1017.0,céu claro,100.0,36.88941176470588,3.3105882352941194,17.0,93.5,7.7,3.0,1,0,0,DARK,0,1,0,0,24,0,7,0,0,0,0,0,2,0,2019
1022.0,céu claro,100.0,38.4,0.0,16.0,92.3,0.0,0.0,1,0,0,DARK,0,1,0,0,9,22,9,0,0,0,0,0,6,1,2018
1024.0,céu claro,69.0,38.07915831663326,6.4208416833667386,22.0,99.80000000000001,14.4,3.0,0,1,0,LIGHT,0,1,0,0,23,12,9,0,0,0,0,0,6,1,2018
1020.0,nublado,88.0,42.38497652582159,6.415023474178405,16.0,85.2,11.2,6.0,1,0,0,DARK,0,0,0,0,23,23,9,1,0,0,0,0,0,0,2019
1008.0,céu claro,88.0,36.031790744466804,3.0682092555331977,17.0,99.39999999999999,7.8,7.0,1,0,0,DARK,0,1,0,0,21,5,9,0,0,0,0,0,5,1,2019
1017.0,céu claro,50.0,24.8944669365722,17.905533063427796,24.0,148.2,62.0,4.0,0,1,0,LIGHT,0,1,0,0,21,15,10,0,0,0,0,0,6,1,2018
1021.0,nuvens dispersas,77.0,23.338254080908445,17.561745919091553,16.0,140.9,60.5,5.0,0,1,0,LIGHT,0,0,0,0,23,10,9,0,1,0,0,0,0,0,2019
1012.0,céu limpo,63.0,15.20823345492444,23.091766545075558,17.0,191.9,115.7,2.0,0,1,0,LIGHT,0,0,1,0,16,18,4,0,0,0,0,0,1,0,2019
1006.0,céu claro,93.0,27.75354889589905,15.746451104100949,12.0,126.80000000000001,45.9,5.0,1,0,0,DARK,0,1,0,0,25,17,11,0,0,0,0,0,6,1,2018
1014.0,nuvens dispersas,100.0,31.84076029567054,3.759239704329463,18.0,94.7,10.0,3.0,1,0,0,DARK,0,0,0,0,2,23,7,0,1,0,0,0,1,0,2019
1017.0,nuvens quebrados,93.0,26.188235294117646,16.211764705882352,18.0,139.39999999999998,53.3,2.0,0,1,0,LIGHT,0,0,0,0,28,16,8,0,0,0,1,0,1,0,2018
1015.0,nuvens quebradas,100.0,34.29197969543147,2.908020304568531,18.0,98.5,7.7,1.0,1,0,0,DARK,0,0,0,0,14,3,7,0,0,1,0,0,6,1,2019
1019.0,nuvens quebradas,72.0,26.583333333333336,6.416666666666664,16.0,97.19999999999999,18.9,3.0,0,1,0,LIGHT,0,0,0,0,13,12,4,0,0,1,0,0,5,1,2019
1015.0,céu pouco nublado,87.0,48.03887323943662,3.5611267605633827,14.0,71.0,4.9,4.0,1,0,0,DARK,0,0,0,1,16,0,5,0,0,0,0,0,3,0,2019
1011.0,nuvens dispersas,73.0,18.079672299027138,22.32032770097286,21.0,195.3,107.9,4.0,0,1,0,LIGHT,0,0,0,0,13,16,10,0,1,0,0,0,5,1,2018
1017.0,céu claro,100.0,34.63248053392659,9.467519466073412,17.0,89.89999999999999,19.3,1.0,0,1,0,LIGHT,0,1,0,0,22,7,7,0,0,0,0,0,0,0,2019
1007.0,céu claro,67.0,33.258563535911605,4.841436464088396,15.0,90.5,11.5,0.0,1,0,0,DARK,0,1,0,0,9,20,10,0,0,0,0,0,1,0,2018
1016.0,nuvens quebradas,100.0,43.1,0.0,14.0,70.5,0.0,1.0,1,0,0,DARK,0,0,0,0,20,5,6,0,0,1,0,0,3,0,2019
1015.0,céu claro,100.0,42.5,0.0,18.0,87.4,0.0,3.0,1,0,0,DARK,0,1,0,0,22,2,8,0,0,0,0,0,2,0,2018
1019.0,céu claro,87.0,41.62428376534788,0.5757162346521199,17.0,73.3,1.0,2.0,1,0,0,DARK,0,1,0,0,28,21,4,0,0,0,0,0,6,1,2019
1016.0,céu claro,93.0,36.037354085603106,9.362645914396893,17.0,102.8,21.2,2.0,1,0,0,DARK,0,1,0,0,18,19,9,0,0,0,0,0,2,0,2019
1018.0,céu claro,72.0,16.064504054897068,17.33549594510293,21.0,160.3,83.2,4.0,0,1,0,LIGHT,0,1,0,0,21,17,6,0,0,0,0,0,4,0,2019
1011.0,céu claro,100.0,43.5,0.0,17.0,87.4,0.0,2.0,1,0,0,DARK,0,1,0,0,3,6,9,0,0,0,0,0,0,0,2018
1016.0,nuvens quebradas,100.0,30.777631578947368,3.122368421052631,16.0,98.8,9.1,4.0,1,0,0,DARK,0,0,0,0,6,3,7,0,0,1,0,0,5,1,2019
1019.0,céu claro,77.0,29.000096525096524,12.099903474903478,17.0,103.6,30.5,6.0,0,1,0,LIGHT,0,1,0,0,10,18,6,0,0,0,0,0,0,0,2019
1014.0,céu claro,83.0,44.56060606060606,1.3393939393939363,20.0,89.1,2.6,2.0,1,0,0,DARK,0,1,0,0,3,4,8,0,0,0,0,0,4,0,2018
1019.0,algumas nuvens,77.0,33.67783783783784,1.5221621621621608,15.0,92.5,4.0,3.0,0,1,0,LIGHT,1,0,0,0,1,13,11,0,0,0,0,0,3,0,2018
1017.0,nuvens quebrados,93.0,31.315189873417722,11.584810126582276,19.0,118.5,32.0,2.0,0,1,0,LIGHT,0,0,0,0,28,14,8,0,0,0,1,0,1,0,2018
1020.0,céu claro,71.0,41.4,0.0,11.0,88.6,0.0,2.0,1,0,0,DARK,0,1,0,0,4,6,3,0,0,0,0,0,0,0,2019
1011.0,céu claro,88.0,39.06905027932961,0.5309497206703924,18.0,89.5,1.2,0.0,1,0,0,DARK,0,1,0,0,3,0,9,0,0,0,0,0,0,0,2018
1016.0,céu limpo,72.0,25.6,12.799999999999997,16.0,119.39999999999999,39.8,8.0,0,1,0,LIGHT,0,0,1,0,2,17,4,0,0,0,0,0,1,0,2019
1024.0,céu claro,100.0,25.753793103448274,6.3462068965517275,13.0,87.0,17.2,5.0,0,1,0,LIGHT,0,1,0,0,28,14,1,0,0,0,0,0,0,0,2019
1017.0,céu claro,25.0,39.9817993795243,4.8182006204757,32.0,96.7,10.4,5.0,0,1,0,LIGHT,0,1,0,0,19,13,8,0,0,0,0,0,6,1,2018
1015.0,céu claro,100.0,30.617941454202082,10.58205854579792,9.0,105.9,27.2,5.0,0,1,0,LIGHT,0,1,0,0,30,11,1,0,0,0,0,0,2,0,2019
1014.0,nuvens dispersas,82.0,31.600817160367722,8.99918283963228,16.0,97.9,21.7,7.0,0,1,0,LIGHT,0,0,0,0,16,15,5,0,1,0,0,0,3,0,2019
1013.0,céu claro,54.0,29.491822429906545,13.008177570093455,23.0,128.39999999999998,39.3,3.0,0,1,0,LIGHT,0,1,0,0,7,14,9,0,0,0,0,0,4,0,2018
1013.0,céu claro,62.0,39.736302895322936,1.5636971046770611,14.0,89.80000000000001,3.4,1.0,1,0,0,DARK,0,1,0,0,8,22,10,0,0,0,0,0,0,0,2018
1022.0,céu claro,71.0,45.731566820276505,0.9684331797234975,7.0,86.8,1.8,5.0,1,0,0,DARK,0,1,0,0,21,7,2,0,0,0,0,0,3,0,2019
1017.0,céu claro,100.0,43.35222772277227,4.047772277227729,16.0,80.80000000000001,6.9,1.0,0,1,0,LIGHT,0,1,0,0,24,7,8,0,0,0,0,0,5,1,2019
1018.0,céu claro,87.0,17.87506673785371,27.12493326214629,17.0,187.3,112.9,1.0,0,1,0,LIGHT,0,1,0,0,22,9,5,0,0,0,0,0,2,0,2019
1020.0,céu claro,72.0,34.57083969465649,2.129160305343511,16.0,65.5,3.8,4.0,1,0,0,DARK,0,1,0,0,26,3,5,0,0,0,0,0,6,1,2019
1021.0,nuvens dispersas,71.0,33.115256124721604,4.384743875278396,13.0,89.8,10.5,5.0,0,1,0,LIGHT,0,0,0,0,20,14,1,0,1,0,0,0,6,1,2019
1019.0,nuvens quebrados,88.0,32.336103416435826,10.163896583564174,19.0,108.30000000000001,25.9,3.0,0,1,0,LIGHT,0,0,0,0,31,9,7,0,0,0,1,0,1,0,2018
1007.0,céu claro,82.0,23.31756935270806,20.482430647291938,15.0,151.39999999999998,70.8,12.0,1,0,0,DARK,0,1,0,0,6,19,11,0,0,0,0,0,1,0,2018
1023.0,céu claro,64.0,18.958333333333332,20.041666666666668,21.0,180.0,92.5,3.0,0,1,0,LIGHT,0,1,0,0,12,11,8,0,0,0,0,0,0,0,2019
1016.0,céu claro,77.0,33.60225140712945,6.197748592870546,21.0,106.6,16.6,4.0,0,1,0,LIGHT,0,1,0,0,26,19,7,0,0,0,0,0,3,0,2018
1017.0,algumas nuvens,82.0,26.616352675207235,9.683647324792762,14.0,132.7,35.4,2.0,0,0,1,LOW_LIGHT,1,0,0,0,17,18,2,0,0,0,0,0,6,1,2019
1030.0,céu claro,100.0,35.846977329974806,1.6530226700251944,10.0,79.4,3.5,1.0,1,0,0,DARK,0,1,0,0,9,23,12,0,0,0,0,0,6,1,2018
1019.0,céu pouco nublado,93.0,18.205714285714283,28.594285714285714,12.0,182.0,111.2,4.0,0,0,1,LOW_LIGHT,0,0,0,1,23,7,9,0,0,0,0,0,0,0,2019
1018.0,nublado,93.0,23.68118657298985,12.518813427010151,19.0,128.1,44.3,1.0,0,1,0,LIGHT,0,0,0,0,27,10,8,1,0,0,0,0,1,0,2019
1001.0,céu claro,76.0,36.66438679245283,4.735613207547168,9.0,84.8,9.7,4.0,1,0,0,DARK,0,1,0,0,23,23,4,0,0,0,0,0,1,0,2019
1027.0,céu claro,100.0,25.754651162790697,6.4453488372093055,12.0,120.4,24.1,3.0,0,1,0,LIGHT,0,1,0,0,1,11,3,0,0,0,0,0,4,0,2019
1014.0,céu claro,50.0,27.193895870736085,10.206104129263913,22.0,111.4,30.4,4.0,0,1,0,LIGHT,0,1,0,0,7,11,9,0,0,0,0,0,4,0,2018
1017.0,céu claro,100.0,47.8,0.0,12.0,89.5,0.0,1.0,1,0,0,DARK,0,1,0,0,25,5,8,0,0,0,0,0,5,1,2018
1020.0,céu claro,93.0,33.77769230769231,1.9223076923076903,12.0,65.0,3.5,1.0,1,0,0,DARK,0,1,0,0,15,2,6,0,0,0,0,0,5,1,2019
1012.0,algumas nuvens,62.0,18.459760087241005,21.940239912758994,13.0,183.39999999999998,99.6,7.0,0,1,0,LIGHT,1,0,0,0,27,16,10,0,0,0,0,0,5,1,2018
1027.0,céu claro,82.0,37.798087141338996,1.2019128586610037,11.0,94.10000000000001,2.9,3.0,1,0,0,DARK,0,1,0,0,21,22,2,0,0,0,0,0,3,0,2019
1011.0,algumas nuvens,81.0,29.19350307287094,14.906496927129062,12.0,113.9,38.5,6.0,1,0,0,DARK,1,0,0,0,22,17,11,0,0,0,0,0,3,0,2018
1024.0,nuvens quebrados,93.0,42.0,0.0,5.0,74.7,0.0,1.0,1,0,0,DARK,0,0,0,0,22,4,1,0,0,0,1,0,1,0,2019
1014.0,céu claro,100.0,29.73609239653513,14.463907603464872,17.0,103.9,34.0,0.0,0,1,0,LIGHT,0,1,0,0,16,8,7,0,0,0,0,0,1,0,2019
1015.0,céu claro,87.0,34.3579766536965,5.642023346303503,16.0,102.8,14.5,2.0,1,0,0,DARK,0,1,0,0,5,19,10,0,0,0,0,0,4,0,2018
1016.0,nuvens quebrados,93.0,42.37038777908343,1.2296122209165716,13.0,85.10000000000001,2.4,0.0,1,0,0,DARK,0,0,0,0,4,3,11,0,0,0,1,0,6,1,2018
1015.0,nuvens dispersas,93.0,30.150668286755774,7.849331713244226,11.0,82.3,17.0,2.0,1,0,0,DARK,0,0,0,0,9,2,5,0,1,0,0,0,3,0,2019
1021.0,céu claro,81.0,32.64607843137255,2.853921568627449,11.0,102.0,8.2,1.0,0,1,0,LIGHT,0,1,0,0,4,9,3,0,0,0,0,0,0,0,2019
1010.0,céu claro,68.0,32.33710174717368,3.6628982528263165,17.0,97.30000000000001,9.9,4.0,1,0,0,DARK,0,1,0,0,3,20,5,0,0,0,0,0,4,0,2019
1018.0,céu claro,100.0,43.892551892551886,3.4074481074481113,17.0,81.9,5.9,2.0,1,0,0,DARK,0,1,0,0,17,1,8,0,0,0,0,0,5,1,2019
1015.0,céu claro,100.0,26.58823064770932,14.311769352290678,18.0,126.6,44.3,10.0,0,1,0,LIGHT,0,1,0,0,17,8,7,0,0,0,0,0,2,0,2019
1022.0,céu claro,100.0,40.4,0.0,11.0,67.3,0.0,2.0,0,1,0,LIGHT,0,1,0,0,11,7,5,0,0,0,0,0,5,1,2019
1017.0,céu claro,100.0,43.78006872852234,1.7199312714776624,12.0,87.3,3.3,0.0,1,0,0,DARK,0,1,0,0,25,4,8,0,0,0,0,0,5,1,2018
1020.0,céu claro,93.0,29.099593495934958,12.100406504065045,10.0,98.4,28.9,0.0,1,0,0,DARK,0,1,0,0,25,20,1,0,0,0,0,0,4,0,2019
1029.0,céu claro,58.0,24.253639846743294,6.746360153256706,11.0,130.5,28.4,5.0,0,1,0,LIGHT,0,1,0,0,13,11,2,0,0,0,0,0,2,0,2019
1016.0,nuvens quebradas,93.0,33.78278145695364,1.3172185430463585,18.0,90.60000000000001,3.4,1.0,1,0,0,DARK,0,0,0,0,14,2,7,0,0,1,0,0,6,1,2019
1023.0,nuvens dispersas,87.0,41.5,0.0,10.0,75.9,0.0,3.0,1,0,0,DARK,0,0,0,0,26,4,4,0,1,0,0,0,4,0,2019
1014.0,céu claro,100.0,43.91041162227603,1.0895883777239703,16.0,82.6,2.0,0.0,1,0,0,DARK,0,1,0,0,16,6,10,0,0,0,0,0,1,0,2018
1022.0,nuvens quebrados,93.0,40.070685579196216,1.7293144208037816,18.0,84.6,3.5,4.0,1,0,0,DARK,0,0,0,0,19,23,9,0,0,0,1,0,2,0,2018
1022.0,céu claro,100.0,47.8,0.0,13.0,72.1,0.0,0.0,1,0,0,DARK,0,1,0,0,4,4,12,0,0,0,0,0,1,0,2018
1019.0,céu claro,93.0,52.1,0.0,8.0,69.4,0.0,3.0,1,0,0,DARK,0,1,0,0,25,5,1,0,0,0,0,0,4,0,2019
1014.0,céu claro,69.0,21.821706484641638,13.778293515358364,28.0,146.5,56.7,2.0,0,1,0,LIGHT,0,1,0,0,11,11,7,0,0,0,0,0,3,0,2019
