AVERAGE_SPEED_DIFF,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,is_weekend,AVERAGE_TIME,AVERAGE_SPEED,AVERAGE_SPEED_DIFF_Num,weekday_sin,weekday_cos,hour_sin,hour_cos,month_sin,month_cos,year_sin,year_cos,day_sin,day_cos,NoData,céu limpo,céu pouco nublado,nublado,nuvens dispersas,DARK,LIGHT
Medium,45.5,88.2,22.0,1016.0,88.0,3.0,0,133.7,23.616753926701573,12.183246073298424,0.0,1.0,-0.816969893010442,-0.5766803221148672,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.10116832198743228,-0.9948693233918952,0,0,0,0,1,0,1
Very_High,90.9,86.7,29.0,1015.0,61.0,5.0,0,177.60000000000002,18.745945945945945,19.654054054054054,0.8660254037844387,-0.4999999999999998,-0.6310879443260528,-0.7757112907044198,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.8978045395707416,-0.4403941515576344,1,0,0,0,0,0,1
Low,2.7,79.8,10.0,1030.0,87.0,2.0,0,82.5,37.239999999999995,1.2600000000000051,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,-0.848644257494751,0.5289640103269624,1,0,0,0,0,1,0
None,0.0,86.2,17.0,1013.0,93.0,2.0,0,86.2,42.8,0.0,0.8660254037844387,-0.4999999999999998,0.9976687691905392,-0.06824241336467088,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,0.8486442574947509,0.5289640103269624,1,0,0,0,0,1,0
Medium,28.2,90.0,23.0,1016.0,44.0,5.0,0,118.2,30.0,9.399999999999999,0.8660254037844386,0.5000000000000001,-0.979084087682323,0.2034560130526333,-0.8660254037844384,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,0.29936312297335804,-0.9541392564000488,0,1,0,0,0,0,1
Low,11.6,83.0,14.0,1014.0,82.0,3.0,0,94.6,29.30443974630021,4.095560253699787,1.2246467991473532e-16,-1.0,-0.7308359642781246,0.6825531432186536,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,-0.4853019625310808,-0.8743466161445822,0,0,1,0,0,1,0
None,0.0,85.7,14.0,1016.0,100.0,0.0,0,85.7,43.3,0.0,-0.8660254037844384,-0.5000000000000004,0.730835964278124,0.6825531432186541,-0.8660254037844384,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,-2.4492935982947064e-16,1.0,0,1,0,0,0,1,0
None,0.0,72.7,8.0,996.0,76.0,5.0,0,72.7,47.0,0.0,0.8660254037844386,0.5000000000000001,0.8878852184023752,0.4600650377311522,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,-0.9987165071710528,-0.05064916883871266,0,0,0,0,1,1,0
None,0.0,92.0,12.0,1015.0,62.0,6.0,0,92.0,42.6,0.0,-0.866025403784439,0.49999999999999933,0.9790840876823228,0.20345601305263397,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,-0.72479278722912,0.6889669190756865,0,1,0,0,0,1,0
Very_High,167.5,82.6,5.0,1024.0,93.0,0.0,0,250.1,14.663894442223109,29.736105557776888,0.8660254037844386,0.5000000000000001,0.631087944326053,-0.7757112907044197,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,0.48530196253108104,-0.8743466161445821,1,0,0,0,0,0,1
Medium,13.7,78.0,18.0,1026.0,63.0,4.0,0,91.7,33.76881134133043,5.931188658669576,0.8660254037844387,-0.4999999999999998,-0.6310879443260528,-0.7757112907044198,-2.4492935982947064e-16,1.0,-0.003112023360757168,0.9999951576435768,0.8486442574947509,0.5289640103269624,0,1,0,0,0,0,1
None,0.0,68.4,9.0,1020.0,100.0,5.0,0,68.4,40.1,0.0,0.0,1.0,0.9976687691905392,-0.06824241336467088,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,0.8978045395707416,-0.4403941515576344,1,0,0,0,0,0,1
Medium,18.2,71.2,16.0,1016.0,93.0,4.0,0,89.4,28.989709172259506,7.410290827740493,0.8660254037844386,0.5000000000000001,-0.3984010898462412,-0.9172113015054532,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0,0.9884683243281114,0.1514277775045767,1,0,0,0,0,0,1
None,2.0,87.9,13.0,1017.0,100.0,0.0,0,89.9,39.11012235817575,0.8898776418242491,0.0,1.0,0.5195839500354336,0.8544194045464886,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,-0.29936312297335776,-0.9541392564000489,0,0,0,0,1,1,0
High,78.1,73.6,22.0,1013.0,49.0,5.0,0,151.7,16.78681608437706,17.81318391562294,-0.866025403784439,0.49999999999999933,-0.9976687691905392,-0.06824241336467135,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,-0.9680771188662043,-0.2506525322587205,1,0,0,0,0,0,1
None,1.8,67.4,10.0,1010.0,100.0,3.0,0,69.2,36.816763005780345,0.9832369942196522,1.2246467991473532e-16,-1.0,0.9976687691905392,-0.06824241336467088,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,-0.4853019625310808,-0.8743466161445822,0,0,0,0,1,1,0
Medium,28.1,70.3,22.0,1016.0,68.0,6.0,0,98.4,32.36371951219512,12.93628048780488,0.0,1.0,-0.816969893010442,-0.5766803221148672,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0,-0.72479278722912,0.6889669190756865,0,0,1,0,0,0,1
None,0.0,71.3,8.0,1025.0,93.0,1.0,0,71.3,47.7,0.0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,-0.72479278722912,0.6889669190756865,0,0,0,0,1,1,0
None,0.0,87.3,15.0,1015.0,100.0,3.0,0,87.3,45.0,0.0,0.8660254037844387,-0.4999999999999998,0.8878852184023752,0.4600650377311522,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,-0.4853019625310808,-0.8743466161445822,1,0,0,0,0,1,0
High,56.3,69.4,26.0,1018.0,68.0,4.0,0,125.7,25.3417661097852,20.558233890214797,-0.8660254037844384,-0.5000000000000004,-0.8878852184023756,0.4600650377311516,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0.48530196253108104,-0.8743466161445821,1,0,0,0,0,1,0
Medium,21.0,81.5,17.0,1019.0,100.0,3.0,0,102.5,30.294146341463417,7.805853658536584,1.2246467991473532e-16,-1.0,0.631087944326053,-0.7757112907044197,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.3943558551133187,0.9189578116202306,1,0,0,0,0,0,1
High,71.7,81.6,25.0,1014.0,73.0,3.0,0,153.3,20.599608610567515,18.100391389432488,0.8660254037844386,0.5000000000000001,-0.9422609221188204,-0.3348796121709864,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,-0.10116832198743204,-0.9948693233918952,1,0,0,0,0,0,1
None,1.5,79.5,13.0,1024.0,100.0,1.0,0,81.0,42.49814814814815,0.8018518518518505,-0.866025403784439,0.49999999999999933,0.631087944326053,-0.7757112907044197,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,0.5712682150947923,0.8207634412072763,0,0,0,0,1,0,1
Medium,5.6,64.0,10.0,1011.0,87.0,7.0,0,69.6,42.02298850574713,3.6770114942528735,1.2246467991473532e-16,-1.0,0.730835964278124,0.6825531432186541,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,-0.9680771188662043,-0.2506525322587205,1,0,0,0,0,1,0
Low,7.1,82.2,20.0,1016.0,60.0,3.0,0,89.3,40.86987681970884,3.530123180291156,-2.4492935982947064e-16,1.0,-0.7308359642781246,0.6825531432186536,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0.9987165071710528,-0.05064916883871264,1,0,0,0,0,1,0
Low,10.8,85.7,19.0,1013.0,88.0,3.0,0,96.5,33.303108808290155,4.196891191709845,0.8660254037844386,0.5000000000000001,-0.8878852184023756,0.4600650377311516,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,0.7247927872291199,0.6889669190756866,0,0,0,0,1,1,0
High,27.9,72.4,16.0,1019.0,87.0,2.0,0,100.30000000000001,27.140977068793617,10.459022931206384,-0.8660254037844384,-0.5000000000000004,-0.8878852184023756,0.4600650377311516,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0,0.8978045395707416,-0.4403941515576344,0,0,0,0,1,0,1
None,0.0,80.1,16.0,1022.0,82.0,6.0,0,80.1,37.8,0.0,1.2246467991473532e-16,-1.0,-0.5195839500354336,0.8544194045464886,-0.8660254037844384,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,0.9680771188662043,-0.2506525322587204,0,1,0,0,0,1,0
Medium,21.8,85.4,15.0,1019.0,58.0,3.0,0,107.2,26.6875,6.8125,-0.866025403784439,0.49999999999999933,0.13616664909624665,-0.9906859460363308,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,0.48530196253108104,-0.8743466161445821,0,0,0,0,1,0,1
Very_High,91.1,70.7,12.0,1016.0,77.0,5.0,0,161.8,18.570766378244745,23.929233621755255,-0.8660254037844384,-0.5000000000000004,0.631087944326053,-0.7757112907044197,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,-0.10116832198743204,-0.9948693233918952,0,1,0,0,0,0,1
Medium,32.6,92.5,25.0,1022.0,41.0,4.0,0,125.1,25.287769784172667,8.912230215827336,0.8660254037844387,-0.4999999999999998,0.13616664909624665,-0.9906859460363308,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,-0.848644257494751,0.5289640103269624,0,1,0,0,0,0,1
Medium,32.2,80.1,26.0,1015.0,69.0,3.0,0,112.3,26.390917186108638,10.609082813891362,0.0,1.0,-0.6310879443260528,-0.7757112907044198,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.848644257494751,0.5289640103269624,0,0,1,0,0,0,1
None,0.0,71.9,8.0,1022.0,87.0,4.0,0,71.9,39.2,0.0,-2.4492935982947064e-16,1.0,-0.5195839500354336,0.8544194045464886,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,-0.7907757369376986,-0.6121059825476627,0,1,0,0,0,1,0
Medium,38.4,87.9,24.0,1019.0,77.0,5.0,0,126.30000000000001,24.98503562945368,10.914964370546318,1.2246467991473532e-16,-1.0,-0.816969893010442,-0.5766803221148672,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.3943558551133187,0.9189578116202306,1,0,0,0,0,0,1
None,0.0,80.6,19.0,1005.0,68.0,8.0,0,80.6,45.0,0.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,0.7907757369376985,-0.6121059825476629,0,0,0,0,1,1,0
High,31.3,87.2,29.0,1015.0,35.0,2.0,0,118.5,30.023291139240506,10.776708860759491,0.0,1.0,-0.9976687691905392,-0.06824241336467135,-0.8660254037844384,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,-0.7907757369376986,-0.6121059825476627,0,1,0,0,0,0,1
Low,21.9,88.7,17.0,1017.0,100.0,0.0,0,110.6,30.475587703435806,7.5244122965641935,1.2246467991473532e-16,-1.0,0.631087944326053,-0.7757112907044197,-0.8660254037844384,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,-0.10116832198743204,-0.9948693233918952,0,0,0,0,1,0,1
Medium,36.5,89.2,31.0,1014.0,61.0,4.0,0,125.7,26.256165473349245,10.743834526650755,1.2246467991473532e-16,-1.0,-0.816969893010442,-0.5766803221148672,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.7907757369376985,-0.6121059825476629,1,0,0,0,0,0,1
High,36.5,89.0,13.0,998.0,93.0,6.0,0,125.5,31.55776892430279,12.942231075697212,0.0,1.0,-0.979084087682323,0.2034560130526333,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,-0.9680771188662043,-0.2506525322587205,1,0,0,0,0,0,1
Low,2.1,77.1,12.0,994.0,66.0,7.0,0,79.19999999999999,50.32916666666667,1.37083333333333,-0.8660254037844384,-0.5000000000000004,0.9790840876823228,0.20345601305263397,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.20129852008866006,0.9795299412524945,0,0,0,0,1,1,0
None,4.9,83.1,11.0,1019.0,87.0,3.0,0,88.0,42.58875,2.511250000000004,-2.4492935982947064e-16,1.0,0.9422609221188205,-0.33487961217098616,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,-0.3943558551133187,0.9189578116202306,1,0,0,0,0,1,0
None,1.9,73.8,7.0,1018.0,70.0,3.0,0,75.7,40.5558784676354,1.0441215323645991,-0.866025403784439,0.49999999999999933,0.9976687691905392,-0.06824241336467088,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,-0.20129852008866028,0.9795299412524945,0,1,0,0,0,1,0
Medium,16.1,77.9,17.0,1023.0,67.0,3.0,0,94.0,33.7290425531915,6.970957446808505,0.8660254037844387,-0.4999999999999998,-0.8878852184023756,0.4600650377311516,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,-0.9884683243281114,0.15142777750457667,0,1,0,0,0,1,0
None,0.0,75.7,13.0,1022.0,87.0,1.0,0,75.7,45.7,0.0,0.8660254037844387,-0.4999999999999998,-0.2697967711570244,0.9629172873477992,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,-0.9884683243281114,0.15142777750457667,0,1,0,0,0,1,0
None,0.0,84.6,19.0,1005.0,68.0,8.0,0,84.6,44.9,0.0,1.2246467991473532e-16,-1.0,0.2697967711570243,0.9629172873477992,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,0.7907757369376985,-0.6121059825476629,0,0,0,0,1,1,0
None,5.5,75.5,17.0,1018.0,42.0,3.0,0,81.0,44.64753086419753,3.252469135802471,-0.866025403784439,0.49999999999999933,0.9976687691905392,-0.06824241336467088,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0.9884683243281114,0.1514277775045767,1,0,0,0,0,1,0
High,106.9,88.3,22.0,1017.0,77.0,7.0,0,195.2,17.099077868852458,20.70092213114754,-2.4492935982947064e-16,1.0,-0.816969893010442,-0.5766803221148672,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.4853019625310808,-0.8743466161445822,0,0,1,0,0,0,1
None,2.8,75.9,22.0,1020.0,53.0,3.0,0,78.7,42.82033036848793,1.5796696315120684,-0.866025403784439,0.49999999999999933,0.8878852184023752,0.4600650377311522,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0.29936312297335804,-0.9541392564000488,1,0,0,0,0,1,0
Medium,29.5,83.7,21.0,1011.0,100.0,8.0,0,113.2,29.206272084805654,10.293727915194346,1.2246467991473532e-16,-1.0,-0.8878852184023756,0.4600650377311516,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.9987165071710528,-0.05064916883871264,1,0,0,0,0,0,1
None,2.2,64.9,16.0,1016.0,82.0,5.0,0,67.10000000000001,37.334426229508196,1.2655737704918053,0.0,1.0,-2.4492935982947064e-16,1.0,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0,-0.72479278722912,0.6889669190756865,1,0,0,0,0,1,0
None,1.4,82.1,15.0,1017.0,93.0,0.0,0,83.5,43.458922155688626,0.741077844311377,0.8660254037844386,0.5000000000000001,0.0,1.0,-0.8660254037844384,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,0.29936312297335804,-0.9541392564000488,0,1,0,0,0,1,0
None,2.3,90.9,5.0,1013.0,100.0,1.0,0,93.2,44.572210300429184,1.127789699570819,0.0,1.0,0.730835964278124,0.6825531432186541,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,-0.3943558551133187,0.9189578116202306,0,1,0,0,0,1,0
None,0.0,80.6,17.0,1013.0,100.0,2.0,0,80.6,42.6,0.0,0.0,1.0,0.9790840876823228,0.20345601305263397,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.9987165071710528,-0.05064916883871264,0,0,0,0,1,1,0
None,1.9,82.4,14.0,1017.0,87.0,1.0,0,84.30000000000001,44.279003558718856,1.0209964412811416,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-0.8660254037844384,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,-2.4492935982947064e-16,1.0,0,1,0,0,0,1,0
Low,14.6,90.8,18.0,1015.0,72.0,1.0,0,105.39999999999999,32.133206831119544,5.166793168880453,-2.4492935982947064e-16,1.0,0.3984010898462418,-0.9172113015054528,-0.8660254037844384,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,-0.848644257494751,0.5289640103269624,0,1,0,0,0,0,1
Medium,22.2,86.5,29.0,1017.0,73.0,2.0,0,108.7,26.33992640294388,6.76007359705612,0.0,1.0,-0.816969893010442,-0.5766803221148672,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,-0.9680771188662043,-0.2506525322587205,1,0,0,0,0,0,1
None,0.0,75.8,8.0,1023.0,93.0,3.0,0,75.8,42.3,0.0,0.8660254037844386,0.5000000000000001,0.8878852184023752,0.4600650377311522,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,-0.72479278722912,0.6889669190756865,0,1,0,0,0,1,0
High,66.7,80.9,21.0,1015.0,73.0,3.0,0,147.60000000000002,22.472222222222218,18.527777777777782,1.2246467991473532e-16,-1.0,-0.979084087682323,0.2034560130526333,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.7247927872291199,0.6889669190756866,0,0,1,0,0,0,1
None,0.8,88.3,12.0,1017.0,50.0,2.0,0,89.1,45.28967452300786,0.41032547699214206,0.0,1.0,0.730835964278124,0.6825531432186541,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,0.9987165071710528,-0.05064916883871264,0,1,0,0,0,1,0
None,0.0,89.4,11.0,1024.0,87.0,5.0,0,89.4,41.4,0.0,-2.4492935982947064e-16,1.0,0.9422609221188205,-0.33487961217098616,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,0,0,0,0,1,1,0
None,2.2,68.2,12.0,1019.0,93.0,2.0,0,70.4,44.175,1.4250000000000043,0.8660254037844386,0.5000000000000001,0.2697967711570243,0.9629172873477992,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,-0.20129852008866028,0.9795299412524945,0,0,1,0,0,1,0
Medium,29.3,81.0,26.0,1020.0,19.0,6.0,0,110.3,29.961922030825022,10.838077969174975,0.8660254037844386,0.5000000000000001,0.13616664909624665,-0.9906859460363308,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,-0.9377521321470804,0.3473052528448203,0,1,0,0,0,0,1
Medium,30.6,85.2,20.0,1012.0,77.0,2.0,0,115.80000000000001,31.858031088082896,11.441968911917101,0.0,1.0,-0.9422609221188204,-0.3348796121709864,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,0.5712682150947923,0.8207634412072763,0,0,0,0,1,0,1
Low,12.1,69.2,15.0,1020.0,63.0,3.0,0,81.3,27.492742927429273,4.807257072570724,0.0,1.0,-0.1361666490962464,-0.9906859460363308,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0,0.9377521321470804,0.3473052528448203,0,0,0,0,1,0,1
Medium,34.0,92.0,30.0,1015.0,33.0,3.0,0,126.0,28.4031746031746,10.496825396825397,0.0,1.0,-0.9422609221188204,-0.3348796121709864,-0.8660254037844384,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,-0.7907757369376986,-0.6121059825476627,0,1,0,0,0,0,1
High,29.5,83.2,14.0,1016.0,67.0,2.0,0,112.7,30.046495119787046,10.653504880212957,0.8660254037844387,-0.4999999999999998,-0.9976687691905392,-0.06824241336467135,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,0.9884683243281114,0.1514277775045767,0,0,0,0,1,1,0
Low,5.1,85.7,14.0,1012.0,77.0,9.0,0,90.8,32.18469162995595,1.9153083700440519,0.8660254037844386,0.5000000000000001,-0.3984010898462412,-0.9172113015054532,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,0.8486442574947509,0.5289640103269624,0,0,0,0,1,0,1
None,0.0,82.9,18.0,1018.0,88.0,2.0,0,82.9,42.6,0.0,0.0,1.0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,-0.9680771188662043,-0.2506525322587205,1,0,0,0,0,1,0
Medium,3.0,81.4,13.0,1006.0,100.0,6.0,0,84.4,44.55781990521327,1.642180094786731,0.8660254037844386,0.5000000000000001,-0.2697967711570244,0.9629172873477992,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,0.9377521321470804,0.3473052528448203,1,0,0,0,0,1,0
None,0.0,76.0,12.0,1009.0,93.0,2.0,0,76.0,42.1,0.0,-2.4492935982947064e-16,1.0,0.5195839500354336,0.8544194045464886,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,-0.9377521321470804,0.3473052528448203,0,0,0,0,1,1,0
High,51.9,87.0,27.0,1025.0,54.0,2.0,0,138.9,25.304535637149026,15.095464362850972,1.2246467991473532e-16,-1.0,-0.6310879443260528,-0.7757112907044198,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,-0.72479278722912,0.6889669190756865,0,1,0,0,0,0,1
Low,5.0,84.0,10.0,1019.0,87.0,3.0,0,89.0,42.943820224719104,2.5561797752808957,0.8660254037844386,0.5000000000000001,0.0,1.0,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,0.8486442574947509,0.5289640103269624,0,0,0,0,1,1,0
Medium,12.3,74.1,22.0,1018.0,68.0,2.0,0,86.39999999999999,30.960763888888888,5.139236111111114,-0.866025403784439,0.49999999999999933,-0.5195839500354336,0.8544194045464886,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0.29936312297335804,-0.9541392564000488,1,0,0,0,0,1,0
Medium,43.9,74.6,17.0,1016.0,60.0,2.0,0,118.5,22.915105485232065,13.484894514767934,0.8660254037844386,0.5000000000000001,0.3984010898462418,-0.9172113015054528,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0,-0.8978045395707417,-0.44039415155763423,1,0,0,0,0,0,1
Low,16.9,78.8,20.0,1016.0,63.0,3.0,0,95.69999999999999,28.40752351097179,6.092476489028211,0.8660254037844386,0.5000000000000001,-0.1361666490962464,-0.9906859460363308,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0,-0.8978045395707417,-0.44039415155763423,1,0,0,0,0,0,1
None,0.0,67.4,18.0,1016.0,93.0,4.0,0,67.4,40.0,0.0,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,-0.9377521321470804,0.3473052528448203,0,0,0,0,1,1,0
High,18.7,76.9,25.0,1014.0,31.0,1.0,0,95.60000000000001,38.12824267782426,9.271757322175738,0.8660254037844386,0.5000000000000001,-0.8878852184023756,0.4600650377311516,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0,0.29936312297335804,-0.9541392564000488,1,0,0,0,0,0,1
Medium,12.9,81.6,17.0,1013.0,100.0,6.0,0,94.5,32.035555555555554,5.064444444444447,0.8660254037844386,0.5000000000000001,-0.8878852184023756,0.4600650377311516,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,-0.4853019625310808,-0.8743466161445822,1,0,0,0,0,0,1
Low,7.7,62.2,15.0,1011.0,100.0,3.0,0,69.9,41.28869814020028,5.111301859799717,-2.4492935982947064e-16,1.0,0.8878852184023752,0.4600650377311522,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,-0.9987165071710528,-0.05064916883871266,1,0,0,0,0,1,0
None,5.2,87.3,13.0,1020.0,100.0,2.0,0,92.5,38.317621621621626,2.2823783783783753,0.8660254037844387,-0.4999999999999998,0.9422609221188205,-0.33487961217098616,-0.8660254037844384,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,-0.3943558551133187,0.9189578116202306,0,0,0,0,1,0,1
Medium,45.8,90.0,25.0,1022.0,40.0,4.0,0,135.8,22.731958762886592,11.568041237113405,0.0,1.0,0.13616664909624665,-0.9906859460363308,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,-0.9884683243281114,0.15142777750457667,0,1,0,0,0,0,1
High,45.3,87.9,21.0,1014.0,35.0,4.0,0,133.2,25.406531531531535,13.093468468468465,0.0,1.0,-0.9422609221188204,-0.3348796121709864,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,0.9987165071710528,-0.05064916883871264,0,1,0,0,0,0,1
None,0.0,89.3,17.0,1011.0,88.0,1.0,0,89.3,46.0,0.0,0.0,1.0,0.5195839500354336,0.8544194045464886,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,0.5712682150947923,0.8207634412072763,0,1,0,0,0,1,0
Very_High,147.6,66.6,13.0,1013.0,87.0,5.0,0,214.2,12.810084033613446,28.389915966386557,1.2246467991473532e-16,-1.0,0.8169698930104421,-0.5766803221148671,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0,0.9680771188662043,-0.2506525322587204,0,0,0,0,1,0,1
Medium,31.4,87.1,15.0,1016.0,62.0,2.0,0,118.5,25.652236286919827,9.247763713080172,0.8660254037844387,-0.4999999999999998,-0.9422609221188204,-0.3348796121709864,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,0.9884683243281114,0.1514277775045767,0,0,0,0,1,0,1
Medium,27.0,95.8,14.0,1021.0,71.0,7.0,0,122.8,24.88615635179153,7.013843648208468,-0.866025403784439,0.49999999999999933,-0.9422609221188204,-0.3348796121709864,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.9680771188662043,-0.2506525322587204,0,0,0,0,1,0,1
Medium,40.9,90.3,19.0,1018.0,72.0,7.0,0,131.2,26.773399390243902,12.126600609756096,-0.866025403784439,0.49999999999999933,-0.6310879443260528,-0.7757112907044198,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,0.9377521321470804,0.3473052528448203,0,0,0,0,1,0,1
None,1.1,85.7,18.0,1014.0,88.0,1.0,0,86.8,42.75126728110599,0.5487327188940085,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,0.9884683243281114,0.1514277775045767,0,1,0,0,0,1,0
None,2.5,79.0,16.0,1021.0,93.0,3.0,0,81.5,41.293251533742335,1.306748466257666,-2.4492935982947064e-16,1.0,-0.7308359642781246,0.6825531432186536,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,0.9680771188662043,-0.2506525322587204,1,0,0,0,0,1,0
None,3.2,81.2,15.0,1018.0,82.0,2.0,0,84.4,39.926540284360186,1.5734597156398138,-0.866025403784439,0.49999999999999933,0.631087944326053,-0.7757112907044197,-0.8660254037844384,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,-0.9377521321470804,0.3473052528448203,1,0,0,0,0,0,1
